tabblk2020,st,stusps,stname,cty,ctyname,trct,trctname,bgrp,bgrpname,cbsa,cbsaname,zcta,zctaname,stplc,stplcname,ctycsub,ctycsubname,stcd118,stcd118name,stsldl,stsldlname,stsldu,stslduname,stschool,stschoolname,stsecon,stseconname,trib,tribname,tsub,tsubname,stanrc,stanrcname,mil,milname,stwib,stwibname,blklatdd,blklondd,createdate
110010001011000,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000101,"1.01 (District of Columbia, DC)",110010001011,"1 (Tract 1.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9100683,-77.0528631,20241022
110010001011001,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000101,"1.01 (District of Columbia, DC)",110010001011,"1 (Tract 1.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9099975,-77.0561970,20241022
110010001011002,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000101,"1.01 (District of Columbia, DC)",110010001011,"1 (Tract 1.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9090878,-77.0508394,20241022
110010001011003,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000101,"1.01 (District of Columbia, DC)",110010001011,"1 (Tract 1.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9094979,-77.0514369,20241022
110010001011004,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000101,"1.01 (District of Columbia, DC)",110010001011,"1 (Tract 1.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9089462,-77.0552735,20241022
110010001011005,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000101,"1.01 (District of Columbia, DC)",110010001011,"1 (Tract 1.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9081156,-77.0564523,20241022
110010001011006,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000101,"1.01 (District of Columbia, DC)",110010001011,"1 (Tract 1.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9089553,-77.0564416,20241022
110010001011007,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000101,"1.01 (District of Columbia, DC)",110010001011,"1 (Tract 1.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9064797,-77.0564235,20241022
110010001011008,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000101,"1.01 (District of Columbia, DC)",110010001011,"1 (Tract 1.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9072834,-77.0564391,20241022
110010001011009,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000101,"1.01 (District of Columbia, DC)",110010001011,"1 (Tract 1.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9097337,-77.0550921,20241022
110010001021000,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000102,"1.02 (District of Columbia, DC)",110010001021,"1 (Tract 1.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20008,20008,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9176658,-77.0602308,20241022
110010001021001,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000102,"1.02 (District of Columbia, DC)",110010001021,"1 (Tract 1.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9160670,-77.0623440,20241022
110010001021002,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000102,"1.02 (District of Columbia, DC)",110010001021,"1 (Tract 1.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20008,20008,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9174910,-77.0632520,20241022
110010001021003,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000102,"1.02 (District of Columbia, DC)",110010001021,"1 (Tract 1.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20008,20008,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9176759,-77.0619608,20241022
110010001021004,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000102,"1.02 (District of Columbia, DC)",110010001021,"1 (Tract 1.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9153068,-77.0649887,20241022
110010001021005,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000102,"1.02 (District of Columbia, DC)",110010001021,"1 (Tract 1.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9142162,-77.0656024,20241022
110010001021006,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000102,"1.02 (District of Columbia, DC)",110010001021,"1 (Tract 1.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9123658,-77.0560328,20241022
110010001021007,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000102,"1.02 (District of Columbia, DC)",110010001021,"1 (Tract 1.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9157909,-77.0588395,20241022
110010001021008,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000102,"1.02 (District of Columbia, DC)",110010001021,"1 (Tract 1.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9123651,-77.0619362,20241022
110010001021009,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000102,"1.02 (District of Columbia, DC)",110010001021,"1 (Tract 1.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9118082,-77.0632647,20241022
110010001021010,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000102,"1.02 (District of Columbia, DC)",110010001021,"1 (Tract 1.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9131644,-77.0653194,20241022
110010001021011,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000102,"1.02 (District of Columbia, DC)",110010001021,"1 (Tract 1.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9114698,-77.0647922,20241022
110010001021012,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000102,"1.02 (District of Columbia, DC)",110010001021,"1 (Tract 1.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9123643,-77.0645147,20241022
110010001021013,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000102,"1.02 (District of Columbia, DC)",110010001021,"1 (Tract 1.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9116007,-77.0601026,20241022
110010001021014,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000102,"1.02 (District of Columbia, DC)",110010001021,"1 (Tract 1.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9122994,-77.0601767,20241022
110010001021015,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000102,"1.02 (District of Columbia, DC)",110010001021,"1 (Tract 1.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9115357,-77.0587528,20241022
110010001021016,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000102,"1.02 (District of Columbia, DC)",110010001021,"1 (Tract 1.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9115502,-77.0576969,20241022
110010001021017,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000102,"1.02 (District of Columbia, DC)",110010001021,"1 (Tract 1.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9109901,-77.0608453,20241022
110010001022000,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000102,"1.02 (District of Columbia, DC)",110010001022,"2 (Tract 1.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9099368,-77.0576617,20241022
110010001022001,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000102,"1.02 (District of Columbia, DC)",110010001022,"2 (Tract 1.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9099236,-77.0587204,20241022
110010001022002,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000102,"1.02 (District of Columbia, DC)",110010001022,"2 (Tract 1.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9099163,-77.0604752,20241022
110010001022003,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000102,"1.02 (District of Columbia, DC)",110010001022,"2 (Tract 1.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9098693,-77.0626640,20241022
110010001022004,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000102,"1.02 (District of Columbia, DC)",110010001022,"2 (Tract 1.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9098446,-77.0641259,20241022
110010001022005,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000102,"1.02 (District of Columbia, DC)",110010001022,"2 (Tract 1.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9088594,-77.0626992,20241022
110010001022006,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000102,"1.02 (District of Columbia, DC)",110010001022,"2 (Tract 1.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9088915,-77.0602700,20241022
110010001022007,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000102,"1.02 (District of Columbia, DC)",110010001022,"2 (Tract 1.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9089081,-77.0587014,20241022
110010001022008,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000102,"1.02 (District of Columbia, DC)",110010001022,"2 (Tract 1.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9089228,-77.0576398,20241022
110010001022009,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000102,"1.02 (District of Columbia, DC)",110010001022,"2 (Tract 1.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9080986,-77.0576149,20241022
110010001022010,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000102,"1.02 (District of Columbia, DC)",110010001022,"2 (Tract 1.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9080820,-77.0586826,20241022
110010001022011,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000102,"1.02 (District of Columbia, DC)",110010001022,"2 (Tract 1.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9080607,-77.0602267,20241022
110010001022012,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000102,"1.02 (District of Columbia, DC)",110010001022,"2 (Tract 1.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9080436,-77.0624579,20241022
110010001023000,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000102,"1.02 (District of Columbia, DC)",110010001023,"3 (Tract 1.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9072713,-77.0576016,20241022
110010001023001,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000102,"1.02 (District of Columbia, DC)",110010001023,"3 (Tract 1.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9072577,-77.0586637,20241022
110010001023002,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000102,"1.02 (District of Columbia, DC)",110010001023,"3 (Tract 1.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9072384,-77.0602068,20241022
110010001023003,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000102,"1.02 (District of Columbia, DC)",110010001023,"3 (Tract 1.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9072282,-77.0622309,20241022
110010001023004,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000102,"1.02 (District of Columbia, DC)",110010001023,"3 (Tract 1.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9063284,-77.0621948,20241022
110010001023005,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000102,"1.02 (District of Columbia, DC)",110010001023,"3 (Tract 1.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9060174,-77.0601874,20241022
110010001023006,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000102,"1.02 (District of Columbia, DC)",110010001023,"3 (Tract 1.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9064574,-77.0586530,20241022
110010001023007,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000102,"1.02 (District of Columbia, DC)",110010001023,"3 (Tract 1.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9064673,-77.0575907,20241022
110010001023008,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000102,"1.02 (District of Columbia, DC)",110010001023,"3 (Tract 1.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9056614,-77.0575737,20241022
110010001023009,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000102,"1.02 (District of Columbia, DC)",110010001023,"3 (Tract 1.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9056489,-77.0586435,20241022
110010001023010,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000102,"1.02 (District of Columbia, DC)",110010001023,"3 (Tract 1.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9046567,-77.0586110,20241022
