tabblk2020,st,stusps,stname,cty,ctyname,trct,trctname,bgrp,bgrpname,cbsa,cbsaname,zcta,zctaname,stplc,stplcname,ctycsub,ctycsubname,stcd118,stcd118name,stsldl,stsldlname,stsldu,stslduname,stschool,stschoolname,stsecon,stseconname,trib,tribname,tsub,tsubname,stanrc,stanrcname,mil,milname,stwib,stwibname,blklatdd,blklondd,createdate
110010019012007,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001901,"19.01 (District of Columbia, DC)",110010019012,"2 (Tract 19.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20011,20011,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9640658,-77.0211721,20241022
110010019012008,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001901,"19.01 (District of Columbia, DC)",110010019012,"2 (Tract 19.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20011,20011,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9629678,-77.0211730,20241022
110010019012009,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001901,"19.01 (District of Columbia, DC)",110010019012,"2 (Tract 19.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20011,20011,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9640660,-77.0250859,20241022
110010019012010,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001901,"19.01 (District of Columbia, DC)",110010019012,"2 (Tract 19.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20011,20011,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9632356,-77.0250839,20241022
110010019012011,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001901,"19.01 (District of Columbia, DC)",110010019012,"2 (Tract 19.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20011,20011,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9632320,-77.0269069,20241022
110010019013000,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001901,"19.01 (District of Columbia, DC)",110010019013,"3 (Tract 19.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20011,20011,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9669973,-77.0211704,20241022
110010019013001,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001901,"19.01 (District of Columbia, DC)",110010019013,"3 (Tract 19.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20011,20011,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9669981,-77.0233274,20241022
110010019013002,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001901,"19.01 (District of Columbia, DC)",110010019013,"3 (Tract 19.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20011,20011,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9669982,-77.0250876,20241022
110010019013003,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001901,"19.01 (District of Columbia, DC)",110010019013,"3 (Tract 19.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20011,20011,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9667049,-77.0267587,20241022
110010019013004,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001901,"19.01 (District of Columbia, DC)",110010019013,"3 (Tract 19.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20011,20011,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9655365,-77.0268110,20241022
110010019013005,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001901,"19.01 (District of Columbia, DC)",110010019013,"3 (Tract 19.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20011,20011,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9655432,-77.0250858,20241022
110010019013006,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001901,"19.01 (District of Columbia, DC)",110010019013,"3 (Tract 19.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20011,20011,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9658396,-77.0233261,20241022
110010019013007,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001901,"19.01 (District of Columbia, DC)",110010019013,"3 (Tract 19.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20011,20011,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9658374,-77.0211719,20241022
110010019013008,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001901,"19.01 (District of Columbia, DC)",110010019013,"3 (Tract 19.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20011,20011,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9664206,-77.0211721,20241022
110010019013009,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001901,"19.01 (District of Columbia, DC)",110010019013,"3 (Tract 19.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20011,20011,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9664214,-77.0233264,20241022
110010019013010,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001901,"19.01 (District of Columbia, DC)",110010019013,"3 (Tract 19.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20011,20011,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9664210,-77.0250858,20241022
110010019013011,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001901,"19.01 (District of Columbia, DC)",110010019013,"3 (Tract 19.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20011,20011,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9652492,-77.0233275,20241022
110010019013012,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001901,"19.01 (District of Columbia, DC)",110010019013,"3 (Tract 19.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20011,20011,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9652470,-77.0211723,20241022
110010019014000,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001901,"19.01 (District of Columbia, DC)",110010019014,"4 (Tract 19.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20012,20012,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9692786,-77.0205296,20241022
110010019014001,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001901,"19.01 (District of Columbia, DC)",110010019014,"4 (Tract 19.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20012,20012,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9692787,-77.0218059,20241022
110010019014002,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001901,"19.01 (District of Columbia, DC)",110010019014,"4 (Tract 19.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20012,20012,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9692773,-77.0228885,20241022
110010019014003,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001901,"19.01 (District of Columbia, DC)",110010019014,"4 (Tract 19.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20012,20012,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9692782,-77.0237685,20241022
110010019014004,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001901,"19.01 (District of Columbia, DC)",110010019014,"4 (Tract 19.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20012,20012,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9692331,-77.0249852,20241022
110010019014005,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001901,"19.01 (District of Columbia, DC)",110010019014,"4 (Tract 19.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20012,20012,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9693133,-77.0265206,20241022
110010019014006,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001901,"19.01 (District of Columbia, DC)",110010019014,"4 (Tract 19.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20012,20012,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9682505,-77.0269075,20241022
110010019014007,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001901,"19.01 (District of Columbia, DC)",110010019014,"4 (Tract 19.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20012,20012,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9682772,-77.0250527,20241022
110010019014008,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001901,"19.01 (District of Columbia, DC)",110010019014,"4 (Tract 19.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20012,20012,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9682829,-77.0233272,20241022
110010019014009,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001901,"19.01 (District of Columbia, DC)",110010019014,"4 (Tract 19.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20012,20012,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9682837,-77.0218064,20241022
110010019014010,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001901,"19.01 (District of Columbia, DC)",110010019014,"4 (Tract 19.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20012,20012,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9680706,-77.0205125,20241022
110010019014011,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001901,"19.01 (District of Columbia, DC)",110010019014,"4 (Tract 19.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20011,20011,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9674211,-77.0206171,20241022
110010019014012,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001901,"19.01 (District of Columbia, DC)",110010019014,"4 (Tract 19.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20011,20011,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9674269,-77.0217090,20241022
110010019014013,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001901,"19.01 (District of Columbia, DC)",110010019014,"4 (Tract 19.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20012,20012,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9677105,-77.0218566,20241022
110010019014014,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001901,"19.01 (District of Columbia, DC)",110010019014,"4 (Tract 19.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20012,20012,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9676992,-77.0233249,20241022
110010019014015,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001901,"19.01 (District of Columbia, DC)",110010019014,"4 (Tract 19.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20012,20012,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9677092,-77.0250965,20241022
110010019014016,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001901,"19.01 (District of Columbia, DC)",110010019014,"4 (Tract 19.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20012,20012,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9676979,-77.0265611,20241022
110010019014017,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001901,"19.01 (District of Columbia, DC)",110010019014,"4 (Tract 19.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20011,20011,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9674229,-77.0250673,20241022
110010019014018,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001901,"19.01 (District of Columbia, DC)",110010019014,"4 (Tract 19.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20011,20011,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9674183,-77.0233294,20241022
110010019021000,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001902,"19.02 (District of Columbia, DC)",110010019021,"1 (Tract 19.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20011,20011,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9633393,-77.0117782,20241022
110010019021001,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001902,"19.02 (District of Columbia, DC)",110010019021,"1 (Tract 19.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20011,20011,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9631511,-77.0128074,20241022
110010019021002,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001902,"19.02 (District of Columbia, DC)",110010019021,"1 (Tract 19.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20011,20011,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9632356,-77.0149067,20241022
110010019021003,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001902,"19.02 (District of Columbia, DC)",110010019021,"1 (Tract 19.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20011,20011,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9632365,-77.0170990,20241022
110010019021004,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001902,"19.02 (District of Columbia, DC)",110010019021,"1 (Tract 19.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20011,20011,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9632363,-77.0189640,20241022
110010019021005,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001902,"19.02 (District of Columbia, DC)",110010019021,"1 (Tract 19.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20011,20011,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9623531,-77.0189653,20241022
110010019021006,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001902,"19.02 (District of Columbia, DC)",110010019021,"1 (Tract 19.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20011,20011,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9620086,-77.0170996,20241022
110010019021007,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001902,"19.02 (District of Columbia, DC)",110010019021,"1 (Tract 19.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20011,20011,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9620073,-77.0155332,20241022
110010019021008,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001902,"19.02 (District of Columbia, DC)",110010019021,"1 (Tract 19.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20011,20011,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9606434,-77.0137591,20241022
110010019021009,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001902,"19.02 (District of Columbia, DC)",110010019021,"1 (Tract 19.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20011,20011,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9620081,-77.0142745,20241022
110010019021010,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001902,"19.02 (District of Columbia, DC)",110010019021,"1 (Tract 19.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20011,20011,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9609167,-77.0107057,20241022
110010019021011,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001902,"19.02 (District of Columbia, DC)",110010019021,"1 (Tract 19.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20011,20011,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9616602,-77.0189645,20241022
110010019021012,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001902,"19.02 (District of Columbia, DC)",110010019021,"1 (Tract 19.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20011,20011,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9607400,-77.0189645,20241022
110010019021013,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001902,"19.02 (District of Columbia, DC)",110010019021,"1 (Tract 19.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20011,20011,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9607405,-77.0175669,20241022
110010019021014,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001902,"19.02 (District of Columbia, DC)",110010019021,"1 (Tract 19.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20011,20011,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11004,"Ward 4, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,9999999999999999999999,,11000001,01 District of Columbia WIB,38.9607406,-77.0166337,20241022
