inflows,outflows,flows,out_scaled,in_scaled,flow_scaled,population,tract
20061,27012,-6951,7.87521865889213,5.84868804664723,-2.0265306122449,3430,11001004401
22932,19328,3604,7.01560798548094,8.32377495462795,1.30816696914701,2755,11001004402
14480,25852,-11372,7.29664126446514,4.08693197854925,-3.20970928591589,3543,11001004600
101899,21591,80308,5.48830706659888,25.9021352313167,20.4138281647178,3934,11001004702
7999,16373,-8374,4.91534073851696,2.40138096667667,-2.51395977184029,3331,11001004703
2866,12497,-9631,6.42519280205656,1.47352185089974,-4.95167095115681,1945,11001004704
32250,22021,10229,7.80886524822695,11.436170212766,3.62730496453901,2820,11001004801
11344,27291,-15947,7.50990643918547,3.12162905888828,-4.38827738029719,3634,11001004802
14151,21248,-7097,6.28639053254438,4.18668639053254,-2.09970414201183,3380,11001004901
16076,25179,-9103,7.30037692084662,4.6610611771528,-2.63931574369382,3449,11001004902
10003,16981,-6978,8.43986083499006,4.97166998011929,-3.46819085487078,2012,11001005001
14391,16019,-1628,7.47503499766682,6.71535230984601,-0.759682687820812,2143,11001005003
6982,27737,-20755,7.18389018389018,1.80833980833981,-5.37555037555038,3861,11001005004
30391,27231,3160,7.99031690140845,8.91754694835681,0.927230046948357,3408,11001005202
15461,24432,-8971,8.20140986908359,5.18999664316885,-3.01141322591474,2979,11001005203
11452,20918,-9466,8.30738681493249,4.54805401111994,-3.75933280381255,2518,11001005302
48409,22058,26351,6.86096423017107,15.057231726283,8.19626749611198,3215,11001005303
161558,10627,150931,4.61441597915762,70.1511072514112,65.5366912722536,2303,11001005501
56173,20868,35305,7.03099730458221,18.9262129380054,11.8952156334232,2968,11001005502
75835,12485,63350,5.01003210272873,30.4313804173355,25.4213483146067,2492,11001005503
22729,10807,11922,3.72655172413793,7.83758620689655,4.11103448275862,2900,11001005601
31164,17027,14137,4.15292682926829,7.6009756097561,3.44804878048781,4100,11001005602
153967,14339,139628,8.57595693779904,92.0855263157895,83.5095693779904,1672,11001005801
395173,10017,385156,4.66993006993007,184.229836829837,179.559906759907,2145,11001005802
147118,19477,127641,7.44249140236913,56.2162781811234,48.7737867787543,2617,11001005900
4964,16249,-11285,6.54937525191455,2.00080612656187,-4.54856912535268,2481,11001006400
34167,18809,15358,7.20927558451514,13.095822154082,5.88654656956688,2609,11001006500
19186,14849,4337,6.86182994454714,8.86598890942699,2.00415896487985,2164,11001006600
43057,28829,14228,7.34122740005093,10.9643493761141,3.62312197606315,3927,11001006700
1022,17544,-16522,7.83914209115282,0.456657730116175,-7.38248436103664,2238,11001006801
2815,19614,-16799,7.60232558139535,1.09108527131783,-6.51124031007752,2580,11001006802
7597,4416,3181,1.81803211198024,3.12762453684644,1.3095924248662,2429,11001006804
15648,20038,-4390,7.1589853519114,5.59056806002144,-1.56841729188996,2799,11001006900
29800,18491,11309,6.85613644790508,11.0493140526511,4.19317760474601,2697,11001007000
10515,21600,-11085,6.71224362958359,3.26755748912368,-3.44468614045991,3218,11001007100
41142,6758,34384,2.26398659966499,13.7829145728643,11.5189279731993,2985,11001007201
8761,23411,-14650,5.44062282128747,2.03602138043226,-3.40460144085522,4303,11001007202
36524,16571,19953,4.42129135538954,9.74493062966916,5.32363927427962,3748,11001007203
9717,12092,-2375,3.1481385055975,2.52980994532674,-0.618328560270763,3841,11001007301
15796,22682,-6886,5.14331065759637,3.58185941043084,-1.56145124716553,4410,11001007304
6197,11455,-5258,9.09849086576648,4.92216044479746,-4.17633042096902,1259,11001007401
1738,18529,-16791,7.09108304630693,0.66513585916571,-6.42594718714122,2613,11001007403
1269,22237,-20968,6.11410503161947,0.348913940060489,-5.76519109155898,3637,11001007404
1617,17558,-15941,4.97675736961451,0.458333333333333,-4.51842403628118,3528,11001007406
916,20863,-19947,5.97622457748496,0.262389000286451,-5.71383557719851,3491,11001007407
1506,15375,-13869,5.36274851761423,0.525287757237531,-4.8374607603767,2867,11001007408
392,21803,-21411,5.68526727509778,0.102216427640156,-5.58305084745763,3835,11001007409
8619,24493,-15874,5.22573074461276,1.83891615105611,-3.38681459355665,4687,11001007502
4849,15481,-10632,6.12381329113924,1.9181170886076,-4.20569620253165,2528,11001007503
1838,14564,-12726,5.33479853479853,0.673260073260073,-4.66153846153846,2730,11001007504
6052,28209,-22157,6.0108672490944,1.28958022586831,-4.72128702322608,4693,11001007601
4184,28406,-24222,6.78757467144564,0.999761051373955,-5.78781362007169,4185,11001007603
1704,25595,-23891,6.73021298974494,0.448067315277413,-6.28214567446753,3803,11001007604
1595,24388,-22793,6.65793065793066,0.435435435435435,-6.22249522249522,3663,11001007605
2472,30785,-28313,5.88961163191123,0.472929022383777,-5.41668260952745,5227,11001007703
884,23450,-22566,5.97147950089127,0.225108225108225,-5.74637127578304,3927,11001007707
902,17070,-16168,6.63170163170163,0.35042735042735,-6.28127428127428,2574,11001007708
2025,14657,-12632,7.0738416988417,0.977316602316602,-6.0965250965251,2072,11001007709
15043,24495,-9452,5.33660130718954,3.27734204793028,-2.05925925925926,4590,11001007803
8511,19378,-10867,5.53815375821663,2.43240925978851,-3.10574449842812,3499,11001007804
2274,16478,-14204,4.76656060167776,0.657795776684987,-4.10876482499277,3457,11001007806
743,14234,-13491,6.73320719016083,0.351466414380322,-6.38174077578051,2114,11001007807
4000,23646,-19646,6.23575949367089,1.05485232067511,-5.18090717299578,3792,11001007808
3348,20480,-17132,6.49128367670365,1.06117274167987,-5.43011093502377,3155,11001007809
6622,25977,-19355,6.26253616200579,1.59643201542912,-4.66610414657666,4148,11001007901
3340,14465,-11125,7.75603217158177,1.79088471849866,-5.96514745308311,1865,11001007903
4395,24149,-19754,7.78246857879472,1.41637125362552,-6.36609732516919,3103,11001008001
7168,25604,-18436,7.60665478312537,2.12953060011884,-5.47712418300654,3366,11001008002
6325,24334,-18009,7.71772914684428,2.00602600697748,-5.71170313986679,3153,11001008100
18957,20118,-1161,7.46493506493507,7.03413729128015,-0.430797773654917,2695,11001008200
20785,21360,-575,6.63354037267081,6.45496894409938,-0.178571428571429,3220,11001008301
17663,20057,-2394,6.62822207534699,5.83707865168539,-0.7911434236616,3026,11001008302
7282,18722,-11440,7.65100122599101,2.97588884348181,-4.6751123825092,2447,11001008402
7407,14641,-7234,7.94411285946826,4.01899077590884,-3.92512208355941,1843,11001008410
18165,21719,-3554,7.7181947405828,6.45522388059702,-1.26297085998579,2814,11001008701
9515,20890,-11375,5.84499160604365,2.66228315612759,-3.18270844991606,3574,11001008702
4819,29733,-24914,6.81949541284404,1.1052752293578,-5.71422018348624,4360,11001008802
36695,13873,22822,3.43731417244797,9.09192269573835,5.65460852329039,4036,11001008803
7227,17581,-10354,7.27389325610261,2.99007033512619,-4.28382292097642,2417,11001008804
1208,20668,-19460,6.74983670803397,0.394513389941215,-6.35532331809275,3062,11001008903
5755,22239,-16484,7.08925725215174,1.83455530761874,-5.25470194453299,3137,11001008904
10332,19295,-8963,4.12639007698888,2.20958083832335,-1.91680923866553,4676,11001009000
37812,28682,9130,6.22439236111111,8.20572916666667,1.98133680555556,4608,11001009102
20774,16596,4178,5.34837254270061,6.69481147276829,1.34643893006768,3103,11001009201
2878,22301,-19423,8.0363963963964,1.03711711711712,-6.99927927927928,2775,11001009203
12130,17110,-4980,5.92246452059536,4.19868466597439,-1.72377985462098,2889,11001009204
16103,23943,-7840,6.21411886841422,4.17934077342331,-2.03477809499092,3853,11001009301
11769,12233,-464,6.99028571428571,6.72514285714286,-0.265142857142857,1750,11001009302
9011,29215,-20204,6.60375226039783,2.03684448462929,-4.56690777576854,4424,11001009400
7930,20807,-12877,6.69896973599485,2.55312298776561,-4.14584674822923,3106,11001009503
26545,22776,3769,7.0997506234414,8.27462593516209,1.1748753117207,3208,11001009504
15092,22414,-7322,5.90463645943098,3.97576396206533,-1.92887249736565,3796,11001009505
316,12416,-12100,8.1416393442623,0.207213114754098,-7.9344262295082,1525,11001009507
6723,24257,-17534,5.71694555738864,1.58449210464294,-4.1324534527457,4243,11001009508
2527,22385,-19858,7.00845335003131,0.791170945522855,-6.21728240450845,3194,11001009509
13931,21002,-7071,4.64132596685083,3.07867403314917,-1.56265193370166,4525,11001009510
26887,8778,18109,4.24878993223621,13.01403678606,8.76524685382382,2066,11001009511
4166,14787,-10621,7.08868648130393,1.99712368168744,-5.09156279961649,2086,11001009601
8328,23469,-15141,5.23744699843785,1.85851372461504,-3.37893327382281,4481,11001009602
7793,23919,-16126,6.0234197935029,1.96247796524805,-4.06094182825485,3971,11001009603
1694,15274,-13580,7.65230460921844,0.848697394789579,-6.80360721442886,1996,11001009604
1275,20508,-19233,6.43287327478043,0.399937264742785,-6.03293601003764,3188,11001009700
1902,11064,-9162,5.98701298701299,1.02922077922078,-4.95779220779221,1848,11001009801
424,11270,-10846,5.46027131782946,0.205426356589147,-5.25484496124031,2064,11001009802
2550,18507,-15957,6.23551212938005,0.859164420485175,-5.37634770889488,2968,11001009803
1364,17734,-16370,7.04568931267382,0.54191497814859,-6.50377433452523,2517,11001009804
5994,21350,-15356,6.06017598637525,1.70139086006245,-4.3587851263128,3523,11001009807
704,15876,-15172,6.45103616416091,0.286062576188541,-6.16497358797237,2461,11001009810
6133,25186,-19053,5.67507886435331,1.3819287967553,-4.29315006759802,4438,11001009811
5759,16093,-10334,6.8075296108291,2.43612521150592,-4.37140439932318,2364,11001009901
2120,18948,-16828,6.83056957462149,0.76423936553713,-6.06633020908436,2774,11001009902
1307,13785,-12478,6.87874251497006,0.652195608782435,-6.22654690618762,2004,11001009903
767,16752,-15985,5.8045738045738,0.265765765765766,-5.53880803880804,2886,11001009904
770,17583,-16813,6.30215053763441,0.275985663082437,-6.02616487455197,2790,11001009905
691,11207,-10516,6.32092498589961,0.389734912577552,-5.93119007332205,1773,11001009906
5304,16394,-11090,7.25719344842851,2.34794156706507,-4.90925188136344,2259,11001009907
462712,21146,441566,7.83475361244906,171.438310485365,163.603556872916,2699,11001010100
9733,14121,-4388,4.22657886860222,2.9131996408261,-1.31337922777612,3341,11001010201
141781,13465,128316,5.11782592170277,53.88863549981,48.7708095781072,2631,11001010202
8645,24585,-15940,6.82158712541621,2.39872364039956,-4.42286348501665,3604,11001010300
49175,23339,25836,5.05610918544194,10.6531629116118,5.59705372616984,4616,11001010400
8366,27770,-19404,7.48114224137931,2.25377155172414,-5.22737068965517,3712,11001010500
63751,4288,59463,2.0131455399061,29.9300469483568,27.9169014084507,2130,11001010601
21199,48137,-26938,7.30012132241432,3.21489232635729,-4.08522899605702,6594,11001010602
94172,4664,89508,1.52020860495437,30.6949152542373,29.1747066492829,3068,11001010603
780657,16879,763778,7.35148083623693,340.007404181185,332.655923344948,2296,11001010700
265327,13864,251463,2.01540921645588,38.5705771187673,36.5551679023114,6879,11001010800
3553,18225,-14672,5.46804680468047,1.06600660066007,-4.4020402040204,3333,11001010900
6580,17686,-11106,7.29921584812216,2.71564176640528,-4.58357408171688,2423,11001011001
5407,13009,-7602,6.99784830554061,2.90855298547606,-4.08929532006455,1859,11001011002
75624,31325,44299,5.30662375063527,12.8111129933932,7.50448924275792,5903,11001011100
397742,1997,395745,11.3465909090909,2259.89772727273,2248.55113636364,176,11001980000
7000,24324,-17324,7.21780415430267,2.07715133531157,-5.1406528189911,3370,24001000100
41927,27787,14140,6.782279716866,10.2335855504027,3.45130583353673,4097,24001000200
44903,16967,27936,8.25644768856448,21.8506082725061,13.5941605839416,2055,24001000500
17672,24017,-6345,7.79519636481662,5.73580006491399,-2.05939629990263,3081,24001000600
17487,24931,-7444,7.48678678678679,5.25135135135135,-2.23543543543544,3330,24001000700
16611,16301,310,8.57045215562566,8.73343848580442,0.162986330178759,1902,24001000800
55783,17651,38132,8.30244590780809,26.2384760112888,17.9360301034807,2126,24001001000
24611,10811,13800,7.55485674353599,17.198462613557,9.64360587002096,1431,24001001100
55233,25619,29614,8.83718523628838,19.0524318730597,10.2152466367713,2899,24001001200
26199,21947,4252,4.39819639278557,5.2503006012024,0.852104208416834,4990,24001001300
73875,35393,38482,9.09845758354756,18.9910025706941,9.89254498714653,3890,24001001401
7934,14409,-6475,10.0132036136206,5.5135510771369,-4.49965253648367,1439,24001001402
8759,12929,-4170,7.00758807588076,4.74742547425474,-2.26016260162602,1845,24001001502
3002,15803,-12801,9.20920745920746,1.74941724941725,-7.45979020979021,1716,24001001503
4352,14883,-10531,9.19839307787392,2.68974042027194,-6.50865265760198,1618,24001001600
18480,37338,-18858,8.68325581395349,4.29767441860465,-4.38558139534884,4300,24001001700
37088,26779,10309,6.88229246980211,9.53173991261886,2.64944744281676,3891,24001001800
13679,21524,-7845,8.56165473349244,5.44112967382657,-3.12052505966587,2514,24001001900
13508,46313,-32805,8.6243947858473,2.51545623836127,-6.10893854748603,5370,24001002000
9162,27112,-17950,8.8746317512275,2.99901800327332,-5.87561374795417,3055,24001002100
26299,31737,-5438,8.61482084690554,7.13870792616721,-1.47611292073833,3684,24001002200
37197,47417,-10220,8.61657277848446,6.75940396147556,-1.8571688170089,5503,24001002300
22777,37844,-15067,8.66193636987869,5.21332112611582,-3.44861524376288,4369,24003701101
10607,34580,-23973,9.37127371273713,2.87452574525745,-6.49674796747968,3690,24003701103
35685,35733,-48,8.75165319617928,8.73989713445996,-0.011756061719324,4083,24003701104
7961,32810,-24849,8.49120082815735,2.06030020703934,-6.43090062111801,3864,24003701201
9104,45173,-36069,9.09279388083736,1.83252818035427,-7.26026570048309,4968,24003701202
21978,38346,-16368,9.57931551336498,5.49038221334,-4.08893330002498,4003,24003701301
16039,34211,-18172,8.47856257744734,3.97496902106568,-4.50359355638166,4035,24003701302
22718,31123,-8405,8.8846702826149,6.48529831572937,-2.39937196688553,3503,24003701400
19305,61978,-42673,9.042602859644,2.81660344324482,-6.22599941639918,6854,24003702100
12875,39578,-26703,8.86405375139978,2.88353863381859,-5.98051511758119,4465,24003702204
54057,49145,4912,8.35657201156266,9.19180411494644,0.835232103383778,5881,24003702205
16186,64252,-48066,9.66050218012329,2.43361900466095,-7.22688317546234,6651,24003702206
15254,60783,-45529,7.37299854439593,1.85031538088307,-5.52268316351286,8244,24003702208
13291,43680,-30389,9.92727272727273,3.02068181818182,-6.90659090909091,4400,24003702209
68622,51203,17419,8.8296257975513,11.8334195550957,3.0037937575444,5799,24003702300
336426,52052,284374,7.05981283059813,45.6294588362946,38.5696460056965,7373,24003702402
28207,57263,-29056,8.35956204379562,4.1178102189781,-4.24175182481752,6850,24003702500
13256,54454,-41198,9.57180523817894,2.33011074002461,-7.24169449815433,5689,24003702601
21405,52519,-31114,8.82375672043011,3.59627016129032,-5.22748655913979,5952,24003702602
45595,31686,13909,7.71324245374878,11.0990749756573,3.38583252190847,4108,24003702702
14433,26156,-11723,10.4498601677986,5.76628046344387,-4.68357970435477,2503,24003702703
205421,19311,186110,7.37624140565317,78.464858670741,71.0886172650879,2618,24003702704
41433,17805,23628,7.61874197689345,17.7291399229782,10.1103979460847,2337,24003706102
70016,14677,55339,10.0321257689679,47.8578263841422,37.8257006151743,1463,24003706103
43887,31880,12007,9.50506857483602,13.0849731663685,3.5799045915325,3354,24003706302
17973,23613,-5640,9.54446240905416,7.26475343573161,-2.27970897332255,2474,24003706303
6826,18406,-11580,8.18408181413962,3.035126722988,-5.14895509115162,2249,24003706304
6204,29818,-23614,8.47102272727273,1.7625,-6.70852272727273,3520,24003706402
9451,35322,-25871,8.60672514619883,2.30287524366472,-6.30384990253411,4104,24003706403
3495,24693,-21198,8.59784122562674,1.21692200557103,-7.38091922005571,2872,24003706404
140889,48654,92235,8.82852476864453,25.5650517147523,16.7365269461078,5511,24003706500
132397,46633,85764,8.6150009237022,24.4590799926104,15.8440790689082,5413,24003706600
10807,14384,-3577,23.1626409017713,17.402576489533,-5.76006441223833,621,24003706700
15306,56731,-41425,9.36155115511551,2.52574257425743,-6.83580858085809,6060,24003707001
11684,45787,-34103,9.8255364806867,2.50729613733906,-7.31824034334764,4660,24003707002
13684,33002,-19318,8.70305907172996,3.60864978902954,-5.09440928270042,3792,24003708001
17386,47682,-30296,7.68692568112204,2.80283733677253,-4.88408834434951,6203,24003708004
1506,26708,-25202,11.5569017741238,0.651665945478148,-10.9052358286456,2311,24003730101
80491,59452,21039,4.84018562240495,6.55304078808109,1.71285516567614,12283,24003730102
14275,60022,-45747,8.55136059267702,2.03376549366007,-6.51759509901695,7019,24003730204
31788,19110,12678,8.14925373134328,13.5556503198294,5.40639658848614,2345,24003730205
4696,31239,-26543,9.19334902884049,1.38198940553267,-7.81135962330783,3398,24003730206
126194,33681,92513,10.1786038077969,38.1365971592626,27.9579933514657,3309,24003730300
37031,48500,-11469,8.86816602669592,6.77107332236241,-2.09709270433352,5469,24003730401
10869,38546,-27677,9.4359853121175,2.66070991432069,-6.77527539779682,4085,24003730403
31911,21919,9992,9.05369681949608,13.180916976456,4.12722015695993,2421,24003730404
29682,41198,-11516,9.63921385119326,6.94478240524099,-2.69443144595227,4274,24003730507
59718,22004,37714,8.63240486465281,23.4280109846999,14.7956061200471,2549,24003730508
8259,44357,-36098,8.73857368006304,1.62706855791962,-7.11150512214342,5076,24003730509
17862,38947,-21085,10.9586381541925,5.0258863252673,-5.93275182892516,3554,24003730510
7565,14495,-6930,9.3395618556701,4.87435567010309,-4.46520618556701,1552,24003730511
2443,23645,-21202,10.532293986637,1.08819599109131,-9.44409799554566,2245,24003730512
6162,18247,-12085,11.3759351620948,3.84164588528678,-7.53428927680798,1604,24003730513
7783,23576,-15793,7.62730507926237,2.51795535425429,-5.10934972500809,3091,24003730514
61970,62259,-289,8.82855927396483,8.78757799205899,-0.0409812819058423,7052,24003730601
18701,31281,-12580,9.50212636695018,5.68074119076549,-3.82138517618469,3292,24003730603
24437,19982,4455,6.94542926659715,8.49391727493917,1.54848800834202,2877,24003730605
15401,44867,-29466,8.85649427556257,3.04007106198184,-5.81642321358073,5066,24003730606
50649,26936,23713,9.67528735632184,18.1928879310345,8.51760057471264,2784,24003730701
8993,38116,-29123,8.17589017589018,1.92900042900043,-6.24688974688975,4662,24003730702
14036,21611,-7575,8.87515400410678,5.76427104722793,-3.11088295687885,2435,24003730800
11373,22424,-11051,8.20790629575403,4.16288433382138,-4.04502196193265,2732,24003730901
31355,34859,-3504,8.66708105420189,7.79587270014918,-0.87120835405271,4022,24003730902
3811,30187,-26376,9.54680581910183,1.20524984187223,-8.3415559772296,3162,24003731002
21378,43024,-21646,9.68136813681368,4.81053105310531,-4.87083708370837,4444,24003731003
5440,40787,-35347,9.0156940760389,1.20247568523431,-7.8132183908046,4524,24003731004
47560,54438,-6878,9.11248744559759,7.96116504854369,-1.1513223970539,5974,24003731103
6101,44639,-38538,9.79569892473118,1.33881939872723,-8.45687952600395,4557,24003731104
11168,37840,-26672,10.7990867579909,3.18721461187215,-7.61187214611872,3504,24003731105
9398,44069,-34671,10.2557598324412,2.18710728415173,-8.06865254828951,4297,24003731106
4340,36369,-32029,10.0328275862069,1.19724137931035,-8.83558620689655,3625,24003731107
27040,59894,-32854,9.04879891222239,4.08520924610968,-4.96358966611271,6619,24003731201
25520,42279,-16759,9.87135185617558,5.95844034555218,-3.9129115106234,4283,24003731205
5787,35769,-29982,10.6455357142857,1.72232142857143,-8.92321428571429,3360,24003731206
5755,34580,-28825,10.4062594041529,1.7318687932591,-8.67439061089377,3323,24003731207
5039,38537,-33498,9.81334351922587,1.28316781257958,-8.5301757066463,3927,24003731208
44808,39446,5362,7.06031859674244,8.02004653660283,0.95972793986039,5587,24003731209
12086,26617,-14531,12.4962441314554,5.67417840375587,-6.82206572769953,2130,24003731210
17013,67443,-50430,10.0152955152955,2.52643302643303,-7.48886248886249,6734,24003731303
10666,63973,-53307,9.88152610441767,1.64751312944084,-8.23401297497683,6474,24003731306
23873,70497,-46624,10.5423956931359,3.57006131299536,-6.97233438014057,6687,24003731307
5337,38845,-33508,10.8901037286235,1.49621530698066,-9.39388842164284,3567,24003731308
10853,59445,-48592,11.1216089803555,2.03049579045837,-9.0911131898971,5345,24003731309
6403,58073,-51670,11.0153641881639,1.21452959028832,-9.80083459787557,5272,24003731310
7132,47898,-40766,9.90241885466198,1.47446764523465,-8.42795120942733,4837,24003731312
7112,35136,-28024,10.7944700460829,2.18494623655914,-8.60952380952381,3255,24003731313
28470,77184,-48714,8.39230183755572,3.09557464390562,-5.2967271936501,9197,24003740103
3566,71851,-68285,7.97458379578246,0.395782463928968,-7.5788013318535,9010,24003740104
487,33968,-33481,7.85568917668825,0.112627197039778,-7.74306197964847,4324,24003740105
126195,27965,98230,7.51141552511416,33.8960515713135,26.3846360461993,3723,24003740106
137033,20508,116525,5.4951768488746,36.7183815648446,31.22320471597,3732,24003740107
15114,23252,-8138,3.88050734312417,2.52236315086782,-1.35814419225634,5992,24003740108
9716,53632,-43916,8.05890308039068,1.45995492111195,-6.59894815927874,6655,24003740203
22659,42101,-19442,10.4055857637173,5.60034602076125,-4.80523974295601,4046,24003740204
26084,31358,-5274,8.81585605847624,7.33314590947428,-1.48271014900197,3557,24003740205
37167,43792,-6625,9.26422678231437,7.8627036175164,-1.40152316479797,4727,24003740303
55292,43381,11911,6.54511164755582,8.34218467109234,1.79707302353651,6628,24003740304
11346,84616,-73270,7.75226752175905,1.03948694457169,-6.71278057718736,10915,24003740305
16667,12594,4073,3.1988823977648,4.23342646685293,1.03454406908814,3937,24003740400
33919,44524,-10605,7.72449687716863,5.88462873004858,-1.83986814712006,5764,24003740501
