inflows,outflows,flows,out_scaled,in_scaled,flow_scaled,population,tract
18008,1137,16871,0.495209059233449,7.84320557491289,7.34799651567944,2296,11001010700
7372,909,6463,0.132141299607501,1.0716673935165,0.939526093908998,6879,11001010800
309,1357,-1048,0.407140714071407,0.0927092709270927,-0.314431443144314,3333,11001010900
112,1132,-1020,0.467189434585225,0.046223689640941,-0.420965744944284,2423,11001011001
184,948,-764,0.509951586874664,0.0989779451317913,-0.410973641742873,1859,11001011002
5137,2255,2882,0.382009147890903,0.870235473488057,0.488226325597154,5903,11001011100
3077,121,2956,0.6875,17.4829545454545,16.7954545454545,176,11001980000
140,997,-857,0.295845697329377,0.0415430267062315,-0.254302670623145,3370,24001000100
2539,1240,1299,0.302660483280449,0.61972174762021,0.317061264339761,4097,24001000200
2783,783,2000,0.381021897810219,1.35425790754258,0.97323600973236,2055,24001000500
673,1124,-451,0.364816617981175,0.218435572865953,-0.146381045115222,3081,24001000600
752,1161,-409,0.348648648648649,0.225825825825826,-0.122822822822823,3330,24001000700
561,728,-167,0.382754994742376,0.294952681388013,-0.0878023133543638,1902,24001000800
1926,761,1165,0.357949200376294,0.905926622765757,0.547977422389464,2126,24001001000
647,526,121,0.367575122292103,0.452131376659679,0.0845562543675751,1431,24001001100
1535,1171,364,0.403932390479476,0.529492928596068,0.125560538116592,2899,24001001200
929,1063,-134,0.213026052104208,0.186172344689379,-0.0268537074148297,4990,24001001300
2995,1692,1303,0.434961439588689,0.769922879177378,0.334961439588689,3890,24001001401
377,722,-345,0.501737317581654,0.261987491313412,-0.239749826268242,1439,24001001402
489,717,-228,0.388617886178862,0.265040650406504,-0.123577235772358,1845,24001001502
59,760,-701,0.442890442890443,0.0343822843822844,-0.408508158508159,1716,24001001503
171,750,-579,0.46353522867738,0.105686032138443,-0.357849196538937,1618,24001001600
662,1714,-1052,0.398604651162791,0.153953488372093,-0.244651162790698,4300,24001001700
1770,1301,469,0.334361346697507,0.454895913646877,0.12053456694937,3891,24001001800
438,1079,-641,0.429196499602227,0.174224343675418,-0.25497215592681,2514,24001001900
573,2217,-1644,0.412849162011173,0.106703910614525,-0.306145251396648,5370,24001002000
399,1266,-867,0.414402618657938,0.130605564648118,-0.28379705400982,3055,24001002100
907,1383,-476,0.375407166123779,0.246199782844734,-0.129207383279045,3684,24001002200
1395,2172,-777,0.394693803379975,0.253498091949846,-0.141195711430129,5503,24001002300
1254,1829,-575,0.418631265735866,0.28702220187686,-0.131609063859007,4369,24003701101
306,1725,-1419,0.467479674796748,0.0829268292682927,-0.384552845528455,3690,24003701103
1217,1883,-666,0.461180504530982,0.298065148175361,-0.163115356355621,4083,24003701104
458,1762,-1304,0.45600414078675,0.118530020703934,-0.337474120082816,3864,24003701201
391,2295,-1904,0.461956521739131,0.0787037037037037,-0.383252818035427,4968,24003701202
1075,1732,-657,0.432675493379965,0.268548588558581,-0.164126904821384,4003,24003701301
905,1880,-975,0.465923172242875,0.224287484510533,-0.241635687732342,4035,24003701302
1244,1637,-393,0.467313731087639,0.355124179274907,-0.112189551812732,3503,24003701400
1087,3001,-1914,0.437846512985118,0.158593522030931,-0.279252990954187,6854,24003702100
797,1960,-1163,0.438969764837626,0.178499440089586,-0.26047032474804,4465,24003702204
1607,2384,-777,0.405373235844244,0.273252848155076,-0.132120387689169,5881,24003702205
505,3146,-2641,0.473011577206435,0.0759284318147647,-0.39708314539167,6651,24003702206
1119,3608,-2489,0.437651625424551,0.135735080058224,-0.301916545366327,8244,24003702208
779,2062,-1283,0.468636363636364,0.177045454545455,-0.291590909090909,4400,24003702209
3061,2515,546,0.433695464735299,0.527849629246422,0.0941541645111226,5799,24003702300
20839,2810,18029,0.381120303811203,2.82639359826394,2.44527329445273,7373,24003702402
694,2993,-2299,0.436934306569343,0.101313868613139,-0.335620437956204,6850,24003702500
626,2494,-1868,0.43838987519775,0.110036913341536,-0.328352961856214,5689,24003702601
1441,2556,-1115,0.429435483870968,0.242103494623656,-0.187331989247312,5952,24003702602
2365,1517,848,0.369279454722493,0.57570593962999,0.206426484907498,4108,24003702702
651,1268,-617,0.506592089492609,0.260087894526568,-0.246504194966041,2503,24003702703
5305,1051,4254,0.401451489686784,2.02635599694423,1.62490450725745,2618,24003702704
1689,919,770,0.39323919554985,0.722721437740693,0.329482242190843,2337,24003706102
3226,691,2535,0.472317156527683,2.20505809979494,1.73274094326726,1463,24003706103
2145,1508,637,0.449612403100775,0.63953488372093,0.189922480620155,3354,24003706302
708,1029,-321,0.415925626515764,0.286176232821342,-0.129749393694422,2474,24003706303
310,1025,-715,0.455758114717652,0.137839039573144,-0.317919075144509,2249,24003706304
244,1443,-1199,0.409943181818182,0.0693181818181818,-0.340625,3520,24003706402
409,1729,-1320,0.421296296296296,0.0996588693957115,-0.321637426900585,4104,24003706403
175,1169,-994,0.407033426183844,0.060933147632312,-0.346100278551532,2872,24003706404
6798,2519,4279,0.457085828343313,1.23353293413174,0.776447105788423,5511,24003706500
4500,2241,2259,0.414003325327914,0.831331978570109,0.417328653242195,5413,24003706600
198,870,-672,1.40096618357488,0.318840579710145,-1.08212560386473,621,24003706700
539,2821,-2282,0.465511551155116,0.088943894389439,-0.376567656765677,6060,24003707001
605,2315,-1710,0.496781115879828,0.129828326180258,-0.366952789699571,4660,24003707002
541,1639,-1098,0.432225738396625,0.142668776371308,-0.289556962025316,3792,24003708001
993,2517,-1524,0.405771400935031,0.160083830404643,-0.245687570530389,6203,24003708004
56,1742,-1686,0.753786239723064,0.0242319342276071,-0.729554305495457,2311,24003730101
1850,4012,-2162,0.326630302043475,0.150614670683058,-0.176015631360417,12283,24003730102
898,3267,-2369,0.465450918934321,0.12793845277105,-0.337512466163271,7019,24003730204
2137,1157,980,0.493390191897655,0.911300639658849,0.417910447761194,2345,24003730205
115,1525,-1410,0.448793407886992,0.0338434373160683,-0.414949970570924,3398,24003730206
318,1699,-1381,0.513448171653067,0.0961015412511333,-0.417346630401934,3309,24003730300
1160,2664,-1504,0.487109160724081,0.21210458950448,-0.275004571219601,5469,24003730401
511,1882,-1371,0.460709914320685,0.125091799265606,-0.33561811505508,4085,24003730403
1008,1114,-106,0.460140437835605,0.41635687732342,-0.0437835605121851,2421,24003730404
995,1944,-949,0.454843238184371,0.232802994852597,-0.222040243331774,4274,24003730507
3063,1292,1771,0.506865437426442,1.20164770498235,0.694782267555904,2549,24003730508
354,2195,-1841,0.432427107959023,0.0697399527186761,-0.362687155240347,5076,24003730509
1017,1750,-733,0.492402926280248,0.286156443444007,-0.206246482836241,3554,24003730510
67,899,-832,0.579252577319588,0.0431701030927835,-0.536082474226804,1552,24003730511
112,1165,-1053,0.518930957683742,0.0498886414253898,-0.469042316258352,2245,24003730512
289,948,-659,0.591022443890274,0.180174563591022,-0.410847880299252,1604,24003730513
259,1206,-947,0.390164995147202,0.083791653186671,-0.306373341960531,3091,24003730514
1853,3058,-1205,0.433635847986387,0.262762336925695,-0.170873511060692,7052,24003730601
1018,1485,-467,0.451093560145808,0.309234507897934,-0.141859052247874,3292,24003730603
1008,1128,-120,0.392075078206465,0.35036496350365,-0.0417101147028154,2877,24003730605
860,2128,-1268,0.42005527043032,0.169759178839321,-0.250296091590999,5066,24003730606
2510,1217,1293,0.437140804597701,0.901580459770115,0.464439655172414,2784,24003730701
409,1957,-1548,0.41977691977692,0.0877305877305877,-0.332046332046332,4662,24003730702
696,1064,-368,0.436960985626283,0.285831622176591,-0.151129363449692,2435,24003730800
519,1124,-605,0.411420204978038,0.189970717423133,-0.221449487554905,2732,24003730901
1504,1791,-287,0.445300845350572,0.373943311785181,-0.0713575335653904,4022,24003730902
171,1597,-1426,0.50506008855155,0.0540796963946869,-0.450980392156863,3162,24003731002
1028,2063,-1035,0.464221422142214,0.231323132313231,-0.232898289828983,4444,24003731003
269,2099,-1830,0.463969938107869,0.0594606542882405,-0.404509283819629,4524,24003731004
1173,2831,-1658,0.473886842986274,0.196350853699364,-0.27753598928691,5974,24003731103
361,2158,-1797,0.473557164801404,0.0792187842879087,-0.394338380513496,4557,24003731104
593,1805,-1212,0.515125570776256,0.169235159817352,-0.345890410958904,3504,24003731105
534,2032,-1498,0.472888061438213,0.124272748429137,-0.348615313009076,4297,24003731106
250,1776,-1526,0.489931034482759,0.0689655172413793,-0.420965517241379,3625,24003731107
819,2824,-2005,0.426650551442816,0.123734703127361,-0.302915848315456,6619,24003731201
440,2176,-1736,0.508055101564324,0.102731730095727,-0.405323371468597,4283,24003731205
319,1640,-1321,0.488095238095238,0.0949404761904762,-0.393154761904762,3360,24003731206
314,1626,-1312,0.489316882335239,0.0944929280770388,-0.3948239542582,3323,24003731207
348,1983,-1635,0.504965622612681,0.0886172650878533,-0.416348357524828,3927,24003731208
2465,2208,257,0.395203150170038,0.44120279219617,0.0459996420261321,5587,24003731209
731,1273,-542,0.597652582159625,0.343192488262911,-0.254460093896714,2130,24003731210
799,3293,-2494,0.489010989010989,0.118651618651619,-0.37035937035937,6734,24003731303
612,3134,-2522,0.484090206981773,0.0945319740500463,-0.389558232931727,6474,24003731306
1091,3458,-2367,0.517122775534619,0.163152385225064,-0.353970390309556,6687,24003731307
272,1814,-1542,0.508550602747407,0.0762545556490048,-0.432296047098402,3567,24003731308
476,2782,-2306,0.520486435921422,0.0890551917680075,-0.431431244153414,5345,24003731309
300,2726,-2426,0.517071320182094,0.0569044006069803,-0.460166919575114,5272,24003731310
403,2394,-1991,0.49493487698987,0.0833161050237751,-0.411618771966095,4837,24003731312
364,1683,-1319,0.51705069124424,0.111827956989247,-0.405222734254992,3255,24003731313
732,3977,-3245,0.432423616396651,0.0795911710340328,-0.352832445362618,9197,24003740103
196,3925,-3729,0.435627081021088,0.0217536071032186,-0.413873473917869,9010,24003740104
9,2025,-2016,0.46831637372803,0.00208140610545791,-0.466234967622572,4324,24003740105
2752,1268,1484,0.340585549288208,0.739188826215418,0.398603276927209,3723,24003740106
888,2123,-1235,0.568863879957128,0.237942122186495,-0.330921757770632,3732,24003740107
831,1593,-762,0.265854472630174,0.138684913217624,-0.12716955941255,5992,24003740108
487,3077,-2590,0.462359128474831,0.0731780616078137,-0.389181066867017,6655,24003740203
1707,2026,-319,0.500741473059812,0.421898171033119,-0.078843302026693,4046,24003740204
1435,1564,-129,0.439696373348327,0.403429856620748,-0.0362665167275794,3557,24003740205
1525,2372,-847,0.501798180664269,0.322614766236514,-0.179183414427755,4727,24003740303
3029,2577,452,0.388805069402535,0.457000603500302,0.0681955340977671,6628,24003740304
960,4925,-3965,0.451213925790197,0.0879523591387998,-0.363261566651397,10915,24003740305
1355,789,566,0.200406400812802,0.344170688341377,0.143764287528575,3937,24003740400
1668,2557,-889,0.443615544760583,0.289382373351839,-0.154233171408744,5764,24003740501
1086,1981,-895,0.371600075032827,0.203714124929657,-0.16788595010317,5331,24003740502
774,1382,-608,0.254418262150221,0.142488954344624,-0.111929307805596,5432,24003740601
258,983,-725,0.330420168067227,0.0867226890756303,-0.243697478991597,2975,24003740602
1170,490,680,0.175942549371634,0.420107719928187,0.244165170556553,2785,24003740603
604,2602,-1998,0.414992025518341,0.0963317384370016,-0.31866028708134,6270,24003740701
